dep,arr,fsc,zon,sum_nvols,sum_pax_fs,min_anmois,max_anmois,avg_nvols,avg_pax_fs,dep_,arr_,avg_pc15_d,avg_pc15_a,avg_retard_d,avg_retard_a,dep_apt_lat,dep_apt_long,arr_apt_lat,arr_apt_long
"LFMN","EDDN","MC","I",30,2463,199111,199509,0.0752,6.1729,(null),(null),(null),(null),(null),(null),43.67,7.22,49.5,11.08
"LFMN","EDDS","MC","I",4684,225844,199004,201803,1.6729,80.6586,"LFMN","EDDS",0.152,0.0,9.354,0.0,43.67,7.22,48.69,9.22
"LFMN","EDDT","MC","I",1158,103400,199405,201803,0.4827,43.1013,"LFMN","EDDT",0.324,0.0,15.576,0.0,43.67,7.22,52.56,13.29
"LFMN","EDDV","MC","I",521,39176,200304,201010,0.7369,55.4116,(null),(null),(null),(null),(null),(null),43.67,7.22,52.46,9.68
"LFMN","EDDW","MC","I",8,502,201309,201309,8.0000,502.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,53.05,8.79
"LFMN","EDLW","MC","I",813,91485,200408,200710,2.6832,301.9307,(null),(null),(null),(null),(null),(null),43.67,7.22,51.52,7.61
"LFMN","EDLX","MC","I",104,8593,200404,200409,17.3333,1432.1667,(null),(null),(null),(null),(null),(null),43.67,7.22,51.66,6.6
"LFMN","EETN","MC","I",249,18120,200507,201708,0.2072,15.0749,"LFMN","EETN",0.5,0.0,30.8,0.0,43.67,7.22,59.41,24.83
"LFMN","EFHF","MC","I",1949,242794,199004,200910,1.0220,127.3173,(null),(null),(null),(null),(null),(null),43.67,7.22,60.25,25.04
"LFMN","EFHK","MC","I",2286,297629,200803,201803,2.2837,297.3317,"LFMN","EFHK",0.196,0.0,11.248,0.0,43.67,7.22,60.32,24.96
"LFMN","EGAA","MC","I",1611,183797,200406,201709,1.2354,140.9486,"LFMN","EGAA",0.246,0.0,13.618,0.0,43.67,7.22,54.66,-6.22
"LFMN","EGAC","MC","I",106,13047,201104,201110,15.1429,1863.8571,(null),(null),(null),(null),(null),(null),43.67,7.22,54.62,-5.87
"LFMN","EGBB","MC","I",3090,298108,199003,201709,1.1415,110.1249,"LFMN","EGBB",0.238,0.0,16.415,0.0,43.67,7.22,52.45,-1.75
"LFMN","EGBE","MC","I",184,13431,200405,200410,30.6667,2238.5000,(null),(null),(null),(null),(null),(null),43.67,7.22,52.37,-1.48
"LFMN","EGCC","MC","I",5312,391107,199004,201803,1.8971,139.6811,"LFMN","EGCC",0.527,0.0,27.894,0.0,43.67,7.22,53.35,-2.27
"LFMN","EGFF","MC","I",3,505,199602,199602,3.0000,505.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,51.4,-3.34
"LFMN","EGGD","MC","I",5217,659967,200105,201803,3.0706,388.4444,"LFMN","EGGD",0.292,0.0,15.404,0.0,43.67,7.22,51.38,-2.72
"LFMN","EGGP","MC","I",8844,1087231,199711,201803,4.2255,519.4606,"LFMN","EGGP",0.267,0.0,15.975,0.0,43.67,7.22,53.33,-2.85
"LFMN","EGGW","MC","I",27421,2602397,199008,201803,9.8072,930.7572,"LFMN","EGGW",0.505,0.0,26.236,0.0,43.67,7.22,51.87,-0.37
"LFMN","EGHI","MC","I",915,71457,200704,201409,1.2960,101.2139,"LFMN","EGHI",0.57,0.0,28.537,0.0,43.67,7.22,50.95,-1.36
"LFMN","EGKK","MC","I",32161,3802145,199001,201803,11.4738,1356.4556,"LFMN","EGKK",0.364,0.0,19.82,0.0,43.67,7.22,51.15,-0.19
"LFMN","EGLC","MC","I",4558,195348,200704,201803,4.1436,177.5891,"LFMN","EGLC",0.237,0.0,13.486,0.0,43.67,7.22,51.51,0.05
"LFMN","EGLL","MC","I",62962,7106420,199001,201803,22.4624,2535.2908,"LFMN","EGLL",0.239,0.0,13.145,0.0,43.67,7.22,51.48,-0.46
"LFMN","EGMC","MC","I",4,505,199006,199006,4.0000,505.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,51.57,0.7
"LFMN","EGMH","MC","I",133,5794,200409,200507,1.3434,58.5253,(null),(null),(null),(null),(null),(null),43.67,7.22,51.34,1.35
"LFMN","EGNM","MC","I",2132,222372,200304,201803,1.4213,148.2480,"LFMN","EGNM",0.456,0.0,24.0,0.0,43.67,7.22,53.87,-1.66
"LFMN","EGNT","MC","I",2035,244539,199703,201709,1.0140,121.8430,"LFMN","EGNT",0.344,0.0,19.927,0.0,43.67,7.22,55.04,-1.69
"LFMN","EGNV","MC","I",26,2762,200407,200708,0.0861,9.1457,(null),(null),(null),(null),(null),(null),43.67,7.22,54.51,-1.43
"LFMN","EGNX","MC","I",1834,165459,199506,201309,1.0166,91.7178,"LFMN","EGNX",0.423,0.0,21.35,0.0,43.67,7.22,52.83,-1.33
"LFMN","EGPF","MC","I",263,31619,199007,201209,0.1194,14.3527,(null),(null),(null),(null),(null),(null),43.67,7.22,55.87,-4.43
"LFMN","EGPH","MC","I",2268,281009,200206,201710,1.5070,186.7169,"LFMN","EGPH",0.375,0.0,20.874,0.0,43.67,7.22,55.95,-3.37
"LFMN","EGSS","MC","I",9571,962551,199104,201803,3.5448,356.5004,"LFMN","EGSS",0.336,0.0,18.896,0.0,43.67,7.22,51.88,0.23
"LFMN","EGTE","MC","I",173,10718,200706,201309,0.2864,17.7450,(null),(null),(null),(null),(null),(null),43.67,7.22,50.73,-3.41
"LFMN","EHAM","MC","I",44104,3977416,199001,201803,15.7346,1418.9854,"LFMN","EHAM",0.206,0.0,11.821,0.0,43.67,7.22,52.31,4.76
"LFMN","EHBK","MC","I",34,2821,200402,200408,4.8571,403.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,50.92,5.78
"LFMN","EHEH","MC","I",1480,166536,201104,201803,2.1143,237.9086,"LFMN","EHEH",0.244,0.0,13.622,0.0,43.67,7.22,51.45,5.37
"LFMN","EHRD","MC","I",3462,339773,199204,201603,1.4425,141.5721,"LFMN","EHRD",0.285,0.0,15.787,0.0,43.67,7.22,51.96,4.44
"LFMN","EICK","MC","I",833,91204,200306,201409,0.7545,82.6123,"LFMN","EICK",0.2,0.0,13.0,0.0,43.67,7.22,51.84,-8.49
"LFMN","EIDW","MC","I",8722,1123189,199006,201803,3.1172,401.4257,"LFMN","EIDW",0.397,0.0,18.315,0.0,43.67,7.22,53.42,-6.27
"LFMN","EINN","MC","I",138,18002,201404,201510,1.2897,168.2430,(null),(null),(null),(null),(null),(null),43.67,7.22,52.7,-8.92
"LFMN","EKBI","MC","I",718,76960,199805,201709,0.3769,40.3990,(null),(null),(null),(null),(null),(null),43.67,7.22,55.74,9.15
"LFMN","EKCH","MC","I",17413,2185503,199701,201803,8.2801,1039.2311,"LFMN","EKCH",0.21,0.0,11.22,0.0,43.67,7.22,55.62,12.66
"LFMN","EKRK","MC","I",3287,290456,199001,199712,4.6166,407.9438,(null),(null),(null),(null),(null),(null),43.67,7.22,55.59,12.13
"LFMN","EKYT","MC","I",5,581,201407,201407,5.0000,581.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,57.09,9.85
"LFMN","ELLX","MC","I",8532,353726,199208,201803,3.2866,136.2581,"LFMN","ELLX",0.149,0.0,10.429,0.0,43.67,7.22,49.62,6.2
"LFMN","ENBR","MC","I",614,79580,200407,201710,0.4709,61.0276,"LFMN","ENBR",0.214,0.0,11.424,0.0,43.67,7.22,60.29,5.22
"LFMN","ENCN","MC","I",22,1720,201307,201308,11.0000,860.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,58.2,8.09
"LFMN","ENFB","MC","I",413,37216,199006,199809,0.5137,46.2886,(null),(null),(null),(null),(null),(null),43.67,7.22,59.9,10.62
"LFMN","ENGM","MC","I",9485,1204430,199005,201803,3.3887,430.3073,"LFMN","ENGM",0.271,0.0,14.933,0.0,43.67,7.22,60.2,11.08
"LFMN","ENRY","MC","I",25,3449,201106,201110,5.0000,689.8000,(null),(null),(null),(null),(null),(null),43.67,7.22,59.38,10.79
"LFMN","ENTO","MC","I",287,33111,200209,201410,0.2388,27.5466,"LFMN","ENTO",0.1,0.0,50.5,0.0,43.67,7.22,59.19,10.26
"LFMN","ENVA","MC","I",431,58025,200607,201710,0.3904,52.5589,(null),(null),(null),(null),(null),(null),43.67,7.22,63.46,10.92
"LFMN","ENZV","MC","I",300,39709,200407,201708,0.2304,30.4985,"LFMN","ENZV",0.388,0.0,17.7,0.0,43.67,7.22,58.88,5.64
"LFMN","EPKK","MC","I",59,10184,200402,201802,0.0421,7.2691,(null),(null),(null),(null),(null),(null),43.67,7.22,50.08,19.78
"LFMN","EPWA","MC","I",4696,215587,199809,201803,2.3539,108.0637,"LFMN","EPWA",0.18,0.0,9.32,0.0,43.67,7.22,52.17,20.97
"LFMN","ESGG","MC","I",2177,216181,199006,201710,0.8048,79.9190,"LFMN","ESGG",0.223,0.0,16.329,0.0,43.67,7.22,57.66,12.29
"LFMN","ESGP","MC","I",187,19420,201104,201112,20.7778,2157.7778,(null),(null),(null),(null),(null),(null),43.67,7.22,57.78,11.87
"LFMN","ESMS","MC","I",280,29658,199005,200809,0.1551,16.4310,(null),(null),(null),(null),(null),(null),43.67,7.22,55.55,13.35
"LFMN","ESSA","MC","I",10405,1368705,199001,201803,3.7121,488.3000,"LFMN","ESSA",0.242,0.0,12.067,0.0,43.67,7.22,59.65,17.92
"LFMN","EVRA","MC","I",1133,95629,200805,201710,1.2506,105.5508,"LFMN","EVRA",0.25,0.0,10.603,0.0,43.67,7.22,56.92,23.97
"LFMN","EYKA","MC","I",11,1870,201707,201708,5.5000,935.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,54.96,24.08
"LFMN","EYVI","MC","I",173,24578,201608,201803,0.8827,125.3980,"LFMN","EYVI",0.5,0.0,15.8,0.0,43.67,7.22,54.64,25.29
"LFMN","FMEE","LC","O",3,1091,199408,199410,1.0000,363.6667,(null),(null),(null),(null),(null),(null),43.67,7.22,-20.89,55.52
"LFMN","FOOL","LC","I",534,95799,199001,200109,0.4815,86.3832,(null),(null),(null),(null),(null),(null),43.67,7.22,0.46,9.41
"LFMN","FWHQ","LC","I",4,662,199011,199011,4.0000,662.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,-13.97,33.7
"LFMN","FZAA","LC","I",32,7718,199001,199009,3.5556,857.5556,(null),(null),(null),(null),(null),(null),43.67,7.22,-4.38,15.45
"LFMN","GCLP","MC","I",9,1183,199908,199909,4.5000,591.5000,(null),(null),(null),(null),(null),(null),43.67,7.22,27.93,-15.39
"LFMN","GCTS","MC","I",17,2246,199906,199909,4.2500,561.5000,(null),(null),(null),(null),(null),(null),43.67,7.22,28.04,-16.57
"LFMN","GMMN","MC","I",6028,485980,199001,201803,2.1506,173.3785,"LFMN","GMMN",0.248,0.0,13.036,0.0,43.67,7.22,33.37,-7.58
"LFMN","GMMX","MC","I",2015,245775,199004,201803,0.7196,87.7768,"LFMN","GMMX",0.282,0.0,19.387,0.0,43.67,7.22,31.61,-8.04
"LFMN","GVAC","LC","I",5,687,201007,201007,5.0000,687.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,16.74,-22.95
"LFMN","GVNP","LC","I",8,1249,201107,201207,0.0792,12.3663,(null),(null),(null),(null),(null),(null),43.67,7.22,14.92,-23.52
"LFMN","HECA","MC","I",287,38766,199001,200504,0.1908,25.7753,(null),(null),(null),(null),(null),(null),43.67,7.22,30.11,31.41
"LFMN","KATL","LC","I",388,33391,199305,200609,0.2973,25.5870,(null),(null),(null),(null),(null),(null),43.67,7.22,33.64,-84.43
"LFMN","KDTW","LC","I",4,1215,199309,200009,0.0057,1.7332,(null),(null),(null),(null),(null),(null),43.67,7.22,42.21,-83.35
"LFMN","KJFK","LC","I",8159,1316853,199001,201710,3.0107,485.9236,"LFMN","KJFK",0.178,0.0,14.315,0.0,43.67,7.22,40.64,-73.78
"LFMN","KMSP","LC","I",2,686,200010,200010,2.0000,686.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,44.88,-93.22
"LFMN","KORD","LC","I",2,540,199410,199410,2.0000,540.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,41.98,-87.9
"LFMN","LCLK","MC","I",8,560,201308,201308,8.0000,560.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,34.88,33.63
"LFMN","LDDU","MC","I",151,9524,201506,201708,0.7438,46.9163,(null),(null),(null),(null),(null),(null),43.67,7.22,42.56,18.27
"LFMN","LEBL","MC","I",30920,1286757,199001,201803,11.0310,459.0642,"LFMN","LEBL",0.262,0.0,15.083,0.0,43.67,7.22,41.3,2.08
"LFMN","LEIB","MC","I",926,10805,200808,201708,1.0277,11.9922,"LFMN","LEIB",0.457,0.0,27.025,0.0,43.67,7.22,38.87,1.37
"LFMN","LELC","MC","I",21,833,200605,200605,21.0000,833.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,38.0,-1.83
"LFMN","LEMD","MC","I",33027,1317678,199001,201803,11.7827,470.0956,"LFMN","LEMD",0.207,0.0,11.389,0.0,43.67,7.22,40.47,-3.56
"LFMN","LEMG","MC","I",882,20428,200408,201708,0.6779,15.7018,"LFMN","LEMG",0.281,0.0,17.037,0.0,43.67,7.22,36.67,-4.5
"LFMN","LEPA","MC","I",1020,28897,199208,201708,0.4078,11.5542,"LFMN","LEPA",0.318,0.0,15.83,0.0,43.67,7.22,39.55,2.74
"LFMN","LEZL","MC","I",16,2492,200608,200709,0.1569,24.4314,(null),(null),(null),(null),(null),(null),43.67,7.22,37.42,-5.9
"LFMN","LF90","CC","M",1323,3054,199701,199701,1323.0000,3054.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,0.0,0.0
"LFMN","LF96","CC","M",12296,20306,200107,201707,7.6802,12.6833,(null),(null),(null),(null),(null),(null),43.67,7.22,43.27,6.55
"LFMN","LFBD","CC","M",24189,1314662,199001,201803,8.6297,469.0196,"LFMN","LFBD",0.131,0.107,8.695,7.215,43.67,7.22,44.83,-0.72
"LFMN","LFBL","CC","M",19,727,200908,200908,19.0000,727.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,45.86,1.18
"LFMN","LFBO","CC","M",31531,1418191,199001,201803,11.2490,505.9547,"LFMN","LFBO",0.174,0.156,11.229,9.748,43.67,7.22,43.64,1.37
"LFMN","LFBP","CC","M",205,7500,199611,201710,0.0976,3.5714,(null),(null),(null),(null),(null),(null),43.67,7.22,43.38,-0.42
"LFMN","LFBZ","CC","M",1287,42709,199008,201708,0.4765,15.8123,"LFMN","LFBZ",0.307,0.196,16.389,12.067,43.67,7.22,43.47,-1.53
"LFMN","LFGA","CC","M",48,3014,199108,200008,0.0533,3.3452,(null),(null),(null),(null),(null),(null),43.67,7.22,48.11,7.36
"LFMN","LFJL","CC","M",6885,264754,199204,201710,2.7463,105.6059,"LFMN","LFJL",0.231,0.094,14.125,5.203,43.67,7.22,48.98,6.25
"LFMN","LFKB","CC","M",40322,1643771,199001,201803,14.3853,586.4328,"LFMN","LFKB",0.092,0.073,6.421,4.745,43.67,7.22,42.55,9.48
"LFMN","LFKC","CC","M",13685,433106,199003,201803,4.8858,154.6255,"LFMN","LFKC",0.127,0.077,6.987,4.581,43.67,7.22,42.52,8.79
"LFMN","LFKF","CC","M",14797,550844,199004,201803,5.2846,196.7300,"LFMN","LFKF",0.163,0.125,9.828,7.337,43.67,7.22,41.5,9.1
"LFMN","LFKJ","CC","M",39775,1763398,199001,201803,14.1902,629.1110,"LFMN","LFKJ",0.121,0.132,8.829,8.997,43.67,7.22,41.92,8.8
"LFMN","LFLC","CC","M",8750,222670,199007,201608,3.3628,85.5765,"LFMN","LFLC",0.156,0.019,10.312,1.675,43.67,7.22,45.79,3.16
"LFMN","LFLL","CC","M",47766,2821017,199001,201803,17.0410,1006.4278,"LFMN","LFLL",0.094,0.069,5.707,4.253,43.67,7.22,45.73,5.08
"LFMN","LFML","CC","M",7003,101653,199001,201801,2.5002,36.2917,(null),(null),(null),(null),(null),(null),43.67,7.22,43.44,5.22
"LFMN","LFMP","CC","M",93,2085,199707,199709,31.0000,695.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,42.74,2.87
"LFMN","LFMT","CC","M",7243,161038,199006,200908,3.8061,84.6232,(null),(null),(null),(null),(null),(null),43.67,7.22,43.58,3.96
"LFMN","LFOK","CC","M",334,36000,201204,201707,0.6627,71.4286,"LFMN","LFOK",0.074,0.0,5.45,0.0,43.67,7.22,48.77,4.21
"LFMN","LFPG","CC","M",92635,11006576,199001,201803,33.0485,3926.7128,"LFMN","LFPG",0.176,0.135,10.067,7.833,43.67,7.22,49.01,2.55
"LFMN","LFPO","CC","M",239204,31565804,199001,201803,85.3386,11261.4356,"LFMN","LFPO",0.197,0.163,10.121,8.396,43.67,7.22,48.72,2.38
"LFMN","LFQQ","CC","M",23248,1930153,199001,201803,8.2940,688.6026,"LFMN","LFQQ",0.158,0.048,9.637,3.053,43.67,7.22,50.56,3.09
"LFMN","LFRB","CC","M",1119,45362,199807,201408,0.6985,28.3159,"LFMN","LFRB",0.35,0.0,13.433,0.0,43.67,7.22,48.45,-4.42
"LFMN","LFRG","CC","M",47,1497,199608,199608,47.0000,1497.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,49.36,0.16
"LFMN","LFRN","CC","M",9869,371083,199107,201803,3.6593,137.5910,"LFMN","LFRN",0.182,0.107,11.14,7.189,43.67,7.22,48.07,-1.73
"LFMN","LFRS","CC","M",21926,1450291,199001,201803,7.8223,517.4067,"LFMN","LFRS",0.158,0.139,9.992,8.729,43.67,7.22,47.16,-1.61
"LFMN","LFSB","CC","M",13491,1012885,199004,201803,4.8182,361.7446,"LFMN","LFSB",0.201,0.159,11.528,9.144,43.67,7.22,47.59,7.53
"LFMN","LFSF","CC","M",76,4901,199006,199109,0.7308,47.1250,(null),(null),(null),(null),(null),(null),43.67,7.22,49.08,6.13
"LFMN","LFSR","CC","M",297,7073,200508,200606,3.0000,71.4444,(null),(null),(null),(null),(null),(null),43.67,7.22,49.31,4.05
"LFMN","LFST","CC","M",21154,1272072,199001,201803,7.5469,453.8252,"LFMN","LFST",0.209,0.133,11.27,7.666,43.67,7.22,48.54,7.63
"LFMN","LFTG","CC","M",10115,18035,199606,200506,11.2264,20.0166,(null),(null),(null),(null),(null),(null),43.67,7.22,43.54,7.04
"LFMN","LGAV","MC","I",799,61897,199004,201803,0.2854,22.1061,"LFMN","LGAV",0.093,0.0,5.627,0.0,43.67,7.22,37.94,23.94
"LFMN","LGIR","MC","I",88,7709,200607,201108,0.1753,15.3566,(null),(null),(null),(null),(null),(null),43.67,7.22,35.34,25.18
"LFMN","LGMK","MC","I",106,4755,201607,201708,1.0392,46.6176,(null),(null),(null),(null),(null),(null),43.67,7.22,37.44,25.35
"LFMN","LHBP","MC","I",470,52130,200506,201803,0.3621,40.1618,"LFMN","LHBP",0.337,0.0,17.85,0.0,43.67,7.22,47.44,19.26
"LFMN","LI99","MC","I",1010,16746,199302,199410,9.2661,153.6330,(null),(null),(null),(null),(null),(null),43.67,7.22,0.0,0.0
"LFMN","LICJ","MC","I",162,12953,200704,201709,0.1610,12.8757,(null),(null),(null),(null),(null),(null),43.67,7.22,38.18,13.1
"LFMN","LIEE","MC","I",81,5203,201607,201708,0.7941,51.0098,(null),(null),(null),(null),(null),(null),43.67,7.22,39.25,9.06
"LFMN","LIEO","MC","I",3293,79314,199006,201709,1.2178,29.3321,"LFMN","LIEO",0.239,0.0,15.4,0.0,43.67,7.22,40.9,9.52
"LFMN","LIMC","MC","I",11693,333208,199004,201305,5.0795,144.7472,"LFMN","LIMC",0.204,0.0,16.187,0.0,43.67,7.22,45.63,8.72
"LFMN","LIML","MC","I",2284,37175,199003,199805,2.8443,46.2951,(null),(null),(null),(null),(null),(null),43.67,7.22,45.45,9.28
"LFMN","LIPE","MC","I",3501,66790,199608,200108,6.9880,133.3134,(null),(null),(null),(null),(null),(null),43.67,7.22,44.53,11.29
"LFMN","LIPZ","MC","I",10840,402148,199007,201803,3.8756,143.7783,"LFMN","LIPZ",0.169,0.0,11.916,0.0,43.67,7.22,45.51,12.35
"LFMN","LIRA","MC","I",68,3837,199007,201507,0.0272,1.5342,(null),(null),(null),(null),(null),(null),43.67,7.22,41.8,12.59
"LFMN","LIRF","MC","I",41588,2649405,199001,201803,14.8370,945.2034,"LFMN","LIRF",0.232,0.0,13.516,0.0,43.67,7.22,41.81,12.25
"LFMN","LIRN","MC","I",8051,319784,199307,201803,3.2243,128.0673,"LFMN","LIRN",0.121,0.0,8.667,0.0,43.67,7.22,40.88,14.29
"LFMN","LIRQ","MC","I",5257,109709,199307,200309,5.2413,109.3809,(null),(null),(null),(null),(null),(null),43.67,7.22,43.81,11.2
"LFMN","LKPR","MC","I",1989,115585,199805,201803,0.9950,57.8214,"LFMN","LKPR",0.237,0.0,11.897,0.0,43.67,7.22,50.1,14.26
"LFMN","LLBG","MC","I",2282,274888,199001,201803,0.8141,98.0692,"LFMN","LLBG",0.46,0.0,25.529,0.0,43.67,7.22,32.01,34.88
"LFMN","LMML","MC","I",14,1087,200508,200608,0.1386,10.7624,(null),(null),(null),(null),(null),(null),43.67,7.22,35.86,14.48
"LFMN","LNMC","MC","I",440762,1178419,199001,201803,157.2465,420.4135,"LFMN","LNMC",0.001,0.0,0.567,0.0,43.67,7.22,43.73,7.42
"LFMN","LOWG","MC","I",18,1760,199503,199811,0.0583,5.6958,(null),(null),(null),(null),(null),(null),43.67,7.22,46.99,15.44
"LFMN","LOWL","MC","I",10,1261,199504,199504,10.0000,1261.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,48.24,14.19
"LFMN","LOWW","MC","I",18288,1088472,199001,201803,6.5244,388.3239,"LFMN","LOWW",0.201,0.0,10.593,0.0,43.67,7.22,48.11,16.57
"LFMN","LPFR","MC","I",130,15106,201706,201803,1.3265,154.1429,"LFMN","LPFR",0.06,0.0,2.82,0.0,43.67,7.22,37.01,-7.97
"LFMN","LPPR","MC","I",888,38438,200107,201108,0.8862,38.3613,(null),(null),(null),(null),(null),(null),43.67,7.22,41.24,-8.68
"LFMN","LPPT","MC","I",13879,778602,199001,201803,4.9515,277.7745,"LFMN","LPPT",0.341,0.0,21.344,0.0,43.67,7.22,38.77,-9.13
"LFMN","LRBS","MC","I",288,26745,201001,201203,1.4187,131.7488,(null),(null),(null),(null),(null),(null),43.67,7.22,44.5,26.1
"LFMN","LRCL","MC","I",88,9677,201704,201803,0.8800,96.7700,(null),(null),(null),(null),(null),(null),43.67,7.22,46.78,23.69
"LFMN","LROP","MC","I",1471,153372,200708,201803,1.3422,139.9380,"LFMN","LROP",0.347,0.0,19.537,0.0,43.67,7.22,44.57,26.09
"LFMN","LSGG","MC","I",63796,3729683,199001,201803,22.7599,1330.6040,"LFMN","LSGG",0.239,0.0,13.415,0.0,43.67,7.22,46.24,6.11
"LFMN","LSZA","MC","I",383,6128,199004,199010,54.7143,875.4286,(null),(null),(null),(null),(null),(null),43.67,7.22,46.0,8.91
"LFMN","LSZH","MC","I",40786,2872035,199001,201803,14.5508,1024.6290,"LFMN","LSZH",0.264,0.0,12.488,0.0,43.67,7.22,47.46,8.55
"LFMN","LTAI","MC","I",13,1260,200708,200807,0.1300,12.6000,(null),(null),(null),(null),(null),(null),43.67,7.22,36.9,30.79
"LFMN","LTBA","MC","I",7058,662236,199003,201803,2.5198,236.4284,"LFMN","LTBA",0.246,0.0,12.975,0.0,43.67,7.22,40.98,28.81
"LFMN","LTFJ","MC","I",276,22676,201505,201609,2.6286,215.9619,"LFMN","LTFJ",0.512,0.0,25.15,0.0,43.67,7.22,40.9,29.31
"LFMN","LZIB","MC","I",352,24769,200504,200908,0.8691,61.1580,(null),(null),(null),(null),(null),(null),43.67,7.22,48.17,17.21
"LFMN","OEJN","LC","I",554,57863,199001,200907,0.2905,30.3424,(null),(null),(null),(null),(null),(null),43.67,7.22,21.68,39.16
"LFMN","OEMA","LC","I",4,1079,200412,200512,0.0396,10.6832,(null),(null),(null),(null),(null),(null),43.67,7.22,24.55,39.71
"LFMN","OERY","LC","I",10,1225,199208,199209,5.0000,612.5000,(null),(null),(null),(null),(null),(null),43.67,7.22,24.72,46.72
"LFMN","OKBK","LC","I",11,2682,199007,199309,0.0363,8.8515,(null),(null),(null),(null),(null),(null),43.67,7.22,29.23,47.97
"LFMN","OLBA","MC","I",870,70813,199007,201709,0.3219,26.1979,"LFMN","OLBA",0.386,0.0,16.673,0.0,43.67,7.22,33.82,35.49
"LFMN","OMDB","LC","I",5256,991189,199501,201803,2.2822,430.3904,"LFMN","OMDB",0.154,0.0,8.751,0.0,43.67,7.22,25.25,55.36
"LFMN","OTHH","LC","I",195,18775,201707,201803,2.0103,193.5567,"LFMN","OTHH",0.063,0.0,6.1,0.0,43.67,7.22,25.17,51.55
"LFMN","TFFR","LC","O",21,4945,200003,201302,0.0162,3.8038,(null),(null),(null),(null),(null),(null),43.67,7.22,16.26,-61.53
"LFMN","UKBB","MC","I",523,35914,200808,201709,0.5798,39.8160,"LFMN","UKBB",0.434,0.0,24.061,0.0,43.67,7.22,50.34,30.89
"LFMN","UKCC","MC","I",18,730,200908,200908,18.0000,730.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,48.07,37.74
"LFMN","UKKK","MC","I",193,5879,200907,201009,1.8738,57.0777,(null),(null),(null),(null),(null),(null),43.67,7.22,50.4,30.45
"LFMN","ULLI","MC","I",2328,145145,200208,201803,1.4586,90.9430,"LFMN","ULLI",0.2,0.0,11.56,0.0,43.67,7.22,59.8,30.27
"LFMN","UMMS","MC","I",155,9755,201407,201708,0.5132,32.3013,"LFMN","UMMS",0.217,0.0,11.064,0.0,43.67,7.22,53.88,28.03
"LFMN","UUDD","MC","I",613,50671,201304,201510,2.9614,244.7874,"LFMN","UUDD",0.226,0.0,12.836,0.0,43.67,7.22,55.41,37.91
"LFMN","UUEE","MC","I",9434,810921,199507,201803,4.1071,353.0348,"LFMN","UUEE",0.164,0.0,9.823,0.0,43.67,7.22,55.97,37.41
"LFMN","UUWW","MC","I",2229,56385,199805,201803,1.1151,28.2066,"LFMN","UUWW",0.225,0.0,14.6,0.0,43.67,7.22,55.6,37.27
"LFMP","EBBR","MC","I",4,666,199510,199510,4.0000,666.0000,(null),(null),(null),(null),(null),(null),42.74,2.87,50.9,4.48
"LFMP","EBCI","MC","I",1460,223285,200203,201803,0.9119,139.4660,"LFMP","EBCI",0.187,0.0,33.836,0.0,42.74,2.87,50.46,4.45
"LFMP","EDFH","MC","I",382,50777,200203,200303,3.7822,502.7426,(null),(null),(null),(null),(null),(null),42.74,2.87,49.95,7.26
"LFMP","EGBB","MC","I",832,76563,200404,201710,0.6366,58.5792,"LFMP","EGBB",0.297,0.0,14.1,0.0,42.74,2.87,52.45,-1.75
"LFMP","EGCC","MC","I",883,86530,199006,201109,0.4197,41.1264,(null),(null),(null),(null),(null),(null),42.74,2.87,53.35,-2.27
"LFMP","EGGD","MC","I",25,2652,200907,200910,6.2500,663.0000,(null),(null),(null),(null),(null),(null),42.74,2.87,51.38,-2.72
"LFMP","EGHI","MC","I",668,43864,200407,201608,0.5557,36.4925,"LFMP","EGHI",0.636,0.0,42.5,0.0,42.74,2.87,50.95,-1.36
